Good,Age Group,Deliver Period,Cost,Deliver Period,Cos,...
headphone,baby,2,24.48,3,12.03,7,7.44,10,0
headphone,teen,1,9.98,7,7.44,10,0
headphone,aged,2,24.48,3,12.03,7,7.44,10,0
diaper,baby,2,17.19,3,11.09,7,5.99
diaper,teen,2,11.09,7,5.99
diaper,aged,2,17.19,3,11.09,7,5.99
garden_seed,baby,2,18.03,3,11.01,7,5.99
garden_seed,teen,1,9.98,7,5.99
garden_seed,aged,2,18.03,3,11.01,7,5.99
basketball,baby,2,13.65,6,7.71,9,0
basketball,teen,1,22.33,2,13.65,6,7.71,9,0
basketball,aged,2,22.33,5,13.65,6,7.71,9,0
baseball_glove,baby,2,21.58,5,13.28,6,7.55,9,0
baseball_glove,teen,1,9.98,6,7.55,9,0
baseball_glove,aged,2,21.58,5,13.28,6,7.55,9,0
milk,baby,2,29.63,5,16.78,6,5.99
milk,teen,1,9.98,6,5.99
milk,aged,2,29.63,5,16.78,6,5.99
tissue,baby,1,25.05,2,13.50,5,5.99
tissue,teen,1,25.05,2,13.50,5,5.99
tissue,aged,1,25.05,2,13.50,5,5.99
clorox,baby,2,27.74,5,14.84,6,5.99
clorox,teen,1,9.98,6,5.99
clorox,aged,2,27.74,5,14.84,6,5.99
bread,baby,9,11.30
bread,teen,9,11.30
bread,aged,9,11.30
cloth,baby,1,25.87,5,12.52,6,5.99
cloth,teen,1,9.98,6,5.99
cloth,aged,1,25.87,5,12.52,6,5.99
